p,q,column_id,p_mapped,q_mapped,x,y,z,dx,dy,dz,side
15,7,518,16.07125624547475,8.441867109479306,-119.63119506835938,-333.92333984375,180.60107421875,-0.3386771109469937,-0.3962862712663129,0.8533785828847826,right
15,8,473,16.0845938093187,9.507179279397318,-109.8836669921875,-325.2855224609375,188.1571044921875,-0.2815844778324833,-0.36283515219775236,0.8882909625643175,right
15,9,753,16.09793137316265,10.572491449315327,-100.628662109375,-315.763671875,194.98968505859375,-0.22755351211606228,-0.3218896500979294,0.9190247288748424,right
15,10,693,16.1112689370066,11.63780361923334,-91.9150390625,-305.402587890625,201.0946044921875,-0.17722446343151593,-0.2736795427602114,0.9453523139210972,right
15,11,223,16.12460650085055,12.703115789151349,-83.794677734375,-294.201416015625,206.45550537109375,-0.13129078535671737,-0.2181922252162747,0.967034064826874,right
15,12,237,16.1379440646945,13.768427959069362,-76.30322265625,-282.201171875,211.0511474609375,-0.09079123685995699,-0.1552320504635537,0.983697088446601,right
15,13,65,16.15128162853845,14.833740128987372,-69.45458984375,-269.40869140625,214.8646240234375,-0.05682963053587113,-0.08450524367006118,0.9948011142361171,right
15,14,380,16.1646191923824,15.899052298905382,-63.29443359375,-255.8408203125,217.853271484375,-0.030933298459489427,-0.004967968011318533,0.9995091046810203,right
15,15,448,16.177956756226354,16.964364468823398,-57.8505859375,-241.4951171875,219.97265625,-0.014949528024455832,0.08417390522619855,0.9963389309320484,right
16,3,675,17.092845166377035,4.242322124742873,-176.94732666015625,-345.749267578125,140.96453857421875,-0.688815445603483,-0.32164279411021984,0.6496762231258322,right
16,4,131,17.106182730220986,5.307634294660887,-166.24752807617188,-342.380615234375,151.9107666015625,-0.6223029677681204,-0.33372440961756517,0.7080727609027178,right
16,5,412,17.119520294064934,6.372946464578895,-155.5634002685547,-337.733642578125,162.126220703125,-0.5570864000434986,-0.33430779753974926,0.7601927646266421,right
16,6,303,17.13285785790889,7.438258634496909,-145.02523803710938,-331.9246826171875,171.5941162109375,-0.49366341702790006,-0.32472459283009997,0.8067529792319725,right
16,7,702,17.146195421752836,8.503570804414919,-134.75439453125,-325.0389404296875,180.3035888671875,-0.43238648171075766,-0.305902710872597,0.8482130993533341,right
16,8,692,17.159532985596787,9.568882974332931,-124.84588623046875,-317.1488037109375,188.24658203125,-0.3735445146292214,-0.27855007538638477,0.8848018710946869,right
16,9,744,17.172870549440738,10.634195144250944,-115.3756103515625,-308.31201171875,195.4149169921875,-0.3176616798601739,-0.2430074036104783,0.916536119822294,right
16,10,222,17.186208113284685,11.699507314168955,-106.42333984375,-298.5615234375,201.80126953125,-0.26525743776557636,-0.19945482655201516,0.9433219301358083,right
16,11,343,17.19954567712864,12.764819484086965,-98.03369140625,-287.9306640625,207.395751953125,-0.21725296230393598,-0.14798266655051126,0.9648327734746394,right
16,12,352,17.21288324097259,13.830131654004978,-90.271484375,-276.43115234375,212.1810302734375,-0.17453686239761249,-0.08820726687278126,0.9806917771324641,right
16,13,295,17.22622080481654,14.895443823922987,-83.16357421875,-264.0859375,216.13916015625,-0.13846358556783697,-0.019688994660222045,0.9901717926506329,right
16,14,288,17.23955836866049,15.960755993840998,-76.7587890625,-250.8916015625,219.22637939453125,-0.11060546704512242,0.05844358242541006,0.9921445350013347,right
17,5,559,18.194459470343027,6.434650159514509,-170.37957763671875,-324.779296875,158.2481689453125,-0.650108568942831,-0.20645358200818809,0.7312562936912698,right
17,6,273,18.207797034186978,7.499962329432522,-159.90261840820312,-320.001220703125,168.339111328125,-0.58670673596589,-0.20590990822637947,0.7831834495611202,right
17,7,718,18.22113459803093,8.565274499350535,-149.59051513671875,-314.0501708984375,177.614990234375,-0.524581691820402,-0.19504818340333396,0.8287160278152609,right
17,8,442,18.234472161874876,9.630586669268546,-139.56109619140625,-307.01654052734375,186.0645751953125,-0.4644152760840233,-0.1746860942802003,0.8682184171076592,right
17,9,8,18.24780972571883,10.695898839186556,-129.919189453125,-298.955078125,193.6763916015625,-0.4068261757879057,-0.1450559806253052,0.9019153093160239,right
17,10,645,18.26114728956278,11.761211009104567,-120.73876953125,-289.913330078125,200.4569091796875,-0.35252028198221363,-0.10662240246658804,0.9297102312459692,right
17,11,41,18.274484853406726,12.826523179022578,-112.103515625,-279.919921875,206.3804931640625,-0.3023528277702491,-0.05917879256560916,0.9513572609959997,right
17,12,729,18.28782241725068,13.89183534894059,-104.065673828125,-269.00537109375,211.44921875,-0.2574571351476479,-0.0027959446069583294,0.9662856752820671,right
17,13,786,18.30115998109463,14.957147518858601,-96.6826171875,-257.166015625,215.6314697265625,-0.2190987003267755,0.06329854347175956,0.9736472944087462,right
18,7,780,19.296073774309015,8.626978194286146,-164.0091552734375,-300.683349609375,172.0458984375,-0.6119841357190343,-0.060344688127050086,0.7885644781773242,right
18,8,781,19.309411338152966,9.69229036420416,-153.92529296875,-294.6260681152344,181.1328125,-0.5517258197552602,-0.047407469292313785,0.8326770992832002,right
18,9,782,19.322748901996917,10.757602534122173,-144.1441650390625,-287.4552001953125,189.327880859375,-0.49322153656092554,-0.024334613266312703,0.8695633056136043,right
18,10,783,19.336086465840868,11.822914704040182,-134.764404296875,-279.222412109375,196.623046875,-0.4374090105194816,0.008510206723301352,0.899222405135623,right
18,11,784,19.349424029684815,12.888226873958192,-125.904052734375,-269.9638671875,202.994873046875,-0.38541772118503326,0.05151241802477627,0.9213032350891733,right
18,12,785,19.36276159352877,13.953539043876205,-117.59765625,-259.7216796875,208.4517822265625,-0.3382913375670882,0.10468606502971467,0.9352004056434453,right
-19,-8,706,-21.389376390629444,-10.010090697230767,95.8712158203125,216.08154296875,-244.57666015625,0.5280501303592272,-0.19529538776914337,-0.8264519171395897,left
-18,-10,389,-20.331615069537236,-12.132001439137257,70.021240234375,243.90185546875,-260.716796875,0.4580542687918908,-0.09618839956386607,-0.8837047462987104,left
-18,-9,769,-20.312391329389158,-11.047130163268383,83.10887145996094,239.61376953125,-252.61572265625,0.5157448019810865,-0.09391482125904393,-0.8515793008154741,left
-18,-8,381,-20.293167589241076,-9.962258887399502,95.29635620117188,234.29638671875,-243.49755859375,0.5709667977223559,-0.09973042416385583,-0.8148930962983891,left
-18,-7,307,-20.273943849092994,-8.87738761153062,106.3890380859375,227.9248046875,-233.494140625,0.6222413367822267,-0.11275738890107401,-0.774662178015475,left
-18,-6,646,-20.254720108944912,-7.792516335661739,116.176513671875,220.43310546875,-222.712646484375,0.6683344209198526,-0.13273776705780957,-0.731921981505018,left
-18,-5,613,-20.23549636879683,-6.70764505979286,124.42431640625,211.787109375,-211.27001953125,0.7082650363496882,-0.15898779398522178,-0.6878106713684278,left
-17,-12,366,-19.273853748445006,-14.253912181043791,37.860595703125,266.172607421875,-268.6865234375,0.3592774341095023,-0.023411894647515853,-0.9329370871225485,left
-17,-11,592,-19.254630008296925,-13.169040905174908,52.5108642578125,264.16845703125,-263.2314453125,0.42088372600364343,-0.006270607790787905,-0.9070929217358187,left
-17,-10,771,-19.235406268148846,-12.08416962930603,66.70782470703125,261.176513671875,-256.548828125,0.4825021470677498,0.001967532515944525,-0.8758925772552306,left
-17,-9,332,-19.21618252800076,-10.99929835343715,80.29156494140625,257.176025390625,-248.74951171875,0.5428488152574323,0.0018162256448263064,-0.8398284736170888,left
-17,-8,710,-19.19695878785268,-9.914427077568266,93.09808349609375,252.1533203125,-239.9951171875,0.6002478082064694,-0.006223152053267976,-0.7997898731053373,left
-17,-7,290,-19.1777350477046,-8.829555801699387,104.94094848632812,246.08056640625,-230.406982421875,0.6533927576914931,-0.021788226851911348,-0.7567054759726239,left
-17,-6,141,-19.15851130755652,-7.744684525830505,115.64190673828125,238.89990234375,-220.0849609375,0.7012175067230705,-0.04430989068510077,-0.7115691405988283,left
-17,-5,505,-19.139287567408438,-6.659813249961625,124.991943359375,230.583984375,-209.14453125,0.7428120690287309,-0.07340467649414532,-0.665463735731742,left
-17,-4,691,-19.120063827260356,-5.574941974092745,132.77294921875,221.07568359375,-197.68603515625,0.7773899540200457,-0.1082263733528214,-0.6196385329364265,left
-16,-13,400,-18.196868687204688,-15.290951647081435,17.501708984375,282.6934814453125,-266.43310546875,0.29966417186416755,0.0495011963489714,-0.952759684107689,left
-16,-12,726,-18.177644947056603,-14.20608037121255,32.67919921875,282.164306640625,-262.47900390625,0.36353479384899867,0.07485711806933933,-0.92856818033762,left
-16,-11,180,-18.158421206908525,-13.121209095343673,47.6165771484375,280.546630859375,-257.14501953125,0.4289612818283194,0.09011206136945746,-0.8988170198032257,left
-16,-10,471,-18.139197466760447,-12.036337819474793,62.1571044921875,277.90576171875,-250.61328125,0.4940721780808416,0.09678925648329083,-0.8640165060204955,left
-16,-9,583,-18.11997372661236,-10.951466543605912,76.1514892578125,274.2216796875,-243.02734375,0.5574412204739181,0.09488918800339244,-0.8247759257620252,left
-16,-8,750,-18.100749986464283,-9.866595267737033,89.46198272705078,269.501708984375,-234.534423828125,0.6175867011293702,0.08508290905699427,-0.7818871818712348,left
-16,-7,64,-18.0815262463162,-8.78172399186815,101.92695617675781,263.718994140625,-225.250244140625,0.6732485135289692,0.06770569589229106,-0.7363099739748022,left
-16,-6,686,-18.06230250616812,-7.696852715999269,113.385009765625,256.86376953125,-215.286376953125,0.7233861554493156,0.04328301240959967,-0.6890856629919163,left
-16,-5,208,-18.043078766020038,-6.611981440130389,123.6534423828125,248.88671875,-204.744384765625,0.7671925999115136,0.012187121535576537,-0.6413010125593825,left
-16,-4,171,-18.023855025871956,-5.527110164261508,132.5426025390625,239.7509765625,-193.719482421875,0.8040745373740475,-0.024939996382672868,-0.5940051640576399,left
-16,-3,743,-18.004631285723878,-4.4422388883926285,139.8460693359375,229.421630859375,-182.3116455078125,0.8335122019595878,-0.06735195727857554,-0.5483804546436939,left
-16,-2,516,-17.985407545575793,-3.357367612523746,145.3258056640625,217.83935546875,-170.615234375,0.8552787289448669,-0.11425339893160925,-0.5054151329818168,left
-15,-13,667,-17.1006598858163,-15.2431198372502,11.093505859375,297.514404296875,-259.005859375,0.2871194993324313,0.14388972419296633,-0.947025944932221,left
-15,-12,664,-17.08143614566821,-14.158248561381317,26.4813232421875,297.44720458984375,-255.04541015625,0.35542525259272917,0.16826074013078224,-0.9194352686024373,left
-15,-11,225,-17.062212405520132,-13.073377285512437,41.6619873046875,296.2508544921875,-249.746826171875,0.42503333835427193,0.18288232986992617,-0.8865104143261773,left
-15,-10,173,-17.042988665372054,-11.988506009643558,56.4898681640625,293.981201171875,-243.30029296875,0.49410952844959904,0.18837013501230582,-0.8487475868188142,left
-15,-9,254,-17.02376492522397,-10.903634733774677,70.83819580078125,290.630126953125,-235.84326171875,0.5610115136654998,0.18539090351973467,-0.8067814415483794,left
-15,-8,564,-17.004541185075887,-9.818763457905796,84.56390380859375,286.22119140625,-227.5234375,0.6243326688341146,0.1743357974482369,-0.7614563338462417,left
-15,-7,85,-16.98531744492781,-8.733892182036916,97.54108810424805,280.7509765625,-218.458984375,0.6828943869597593,0.15564084745496143,-0.7137444800923898,left
-15,-6,95,-16.966093704779727,-7.649020906168033,109.6199951171875,274.2060546875,-208.7586669921875,0.7357614561738868,0.12978474144357874,-0.6646886492917606,left
-15,-5,256,-16.946869964631645,-6.564149630299155,120.6474609375,266.559814453125,-198.5191650390625,0.7822290937972943,0.09730874852015065,-0.615344336350393,left
-15,-4,773,-16.927646224483563,-5.479278354430272,130.46014404296875,257.7978515625,-187.8348388671875,0.8217638717907854,0.058692727086231605,-0.566797408962496,left
-15,-3,285,-16.908422484335482,-4.394407078561391,138.87335205078125,247.8671875,-176.7926025390625,0.8540359124202964,0.014502823398687857,-0.5200118541051716,left
-15,-2,341,-16.8891987441874,-3.3095358026925106,145.68707275390625,236.739013671875,-165.48541259765625,0.8787886465749801,-0.03449225520501676,-0.4759630227042712,left
-15,-1,594,-16.869975004039322,-2.224664526823631,150.67742919921875,224.367919921875,-154.0084228515625,0.8958864016721959,-0.0874302599822885,-0.43559557497554346,left
-15,0,778,-16.850751263891237,-1.1397932509547517,153.59521484375,210.703857421875,-142.46197509765625,0.9053571334313933,-0.14322254326120945,-0.39976963872545523,left
-14,-15,604,-16.04289856472406,-17.365030579156723,-27.415283203125,306.7035675048828,-253.93798828125,0.12714814079938108,0.14805646840715345,-0.9807714476135928,left
-14,-14,72,-16.02367482457598,-16.280159303287846,-11.861572265625,309.7763900756836,-253.18994140625,0.1926258058748562,0.19664343937583792,-0.9613670769594221,left
-14,-13,14,-16.0044510844279,-15.195288027418961,3.77685546875,311.495361328125,-250.68701171875,0.26295371136141954,0.23246430571203391,-0.9363843720668759,left
-14,-12,334,-15.985227344279815,-14.110416751550082,19.3609619140625,311.9580383300781,-246.67333984375,0.33619109879679143,0.25706159439858695,-0.9060324948781155,left
-14,-11,406,-15.966003604131735,-13.025545475681204,34.7529296875,311.2073974609375,-241.355712890625,0.41033134192619175,0.2716014465286051,-0.8705520341005586,left
-14,-10,111,-15.946779863983654,-11.940674199812323,49.82818603515625,309.31243896484375,-234.92626953125,0.483583802790679,0.27672384230291286,-0.8304038901520262,left
-14,-9,610,-15.92755612383557,-10.855802923943441,64.46661376953125,306.3153076171875,-227.533447265625,0.5543937903380433,0.27314290335235897,-0.786155505980122,left
-14,-8,128,-15.908332383687492,-9.77093164807456,78.54385375976562,302.223388671875,-219.3162841796875,0.6212520906120998,0.261294815509915,-0.7387630603229528,left
-14,-7,637,-15.88910864353941,-8.686060372205679,91.94018936157227,297.06298828125,-210.3953857421875,0.6830755473892202,0.24173124562286508,-0.6891834309155549,left
-14,-6,524,-15.869884903391329,-7.6011890963368,104.53227233886719,290.830078125,-200.8792724609375,0.7389904999913812,0.21495571549853804,-0.638503783306724,left
-14,-5,318,-15.850661163243249,-6.516317820467919,116.18548583984375,283.5150146484375,-190.86279296875,0.7883727462178011,0.1814608175802499,-0.587826832242379,left
-14,-4,427,-15.831437423095165,-5.431446544599038,126.75869750976562,275.1007080078125,-180.43212890625,0.8308691713064699,0.14187533275535916,-0.5380778848159958,left
-14,-3,435,-15.812213682947084,-4.346575268730155,136.09603881835938,265.5640869140625,-169.6756591796875,0.8662060793557572,0.09662264131409552,-0.4902561506729062,left
-14,-2,449,-15.792989942799002,-3.2617039928612743,144.0240478515625,254.873779296875,-158.67486572265625,0.8942304709393473,0.04637602582682624,-0.44519785384939004,left
-14,-1,722,-15.77376620265092,-2.176832716992393,150.3494873046875,242.9910888671875,-147.51824951171875,0.9148504269394282,-0.008202491888650134,-0.4037095681991726,left
-14,0,11,-15.754542462502842,-1.0919614411235146,154.857421875,229.880615234375,-136.2998046875,0.9280112823132489,-0.06624917653679761,-0.3666143839342857,left
-14,1,666,-15.73531872235476,-0.007090165254634309,157.30621337890625,215.4959716796875,-125.11941528320312,0.9337794451138727,-0.12670287336430147,-0.3346674913463476,left
-13,-16,62,-14.965913503483742,-18.402070045194364,-51.311767578125,312.8752899169922,-244.08984375,0.01824776341971978,0.16057024095939235,-0.986855722407496,left
-13,-15,782,-14.946689763335662,-17.317198769325486,-35.88037109375,318.33009338378906,-245.20947265625,0.08257573212950838,0.2270305002379796,-0.9703805441294505,left
-13,-14,104,-14.927466023187579,-16.23232749345661,-20.18017578125,322.1963367462158,-244.33251953125,0.15335813137288482,0.2776143955651485,-0.9483730968963714,left
-13,-13,565,-14.9082422830395,-15.14745621758773,-4.3787841796875,324.5828323364258,-241.71533203125,0.22871415506769424,0.31493909006068793,-0.9211423368966475,left
-13,-12,27,-14.889018542891419,-14.062584941718848,11.38232421875,325.59617614746094,-237.61083984375,0.3067993269882604,0.3407604412411552,-0.8886824487097084,left
-13,-11,35,-14.869794802743336,-12.977713665849967,26.9716796875,325.322998046875,-232.234130859375,0.3856019226063855,0.35605101317758964,-0.8511984688058779,left
-13,-10,735,-14.850571062595257,-11.892842389981086,42.26214599609375,323.84051513671875,-225.77197265625,0.46337706650749655,0.3615657848836931,-0.8090438043989622,left
-13,-9,717,-14.831347322447177,-10.807971114112206,57.1494140625,321.1993408203125,-218.380859375,0.5383243679480835,0.35792410936059044,-0.7629529518992142,left
-13,-8,83,-14.812123582299094,-9.723099838243327,71.51873779296875,317.4422607421875,-210.20947265625,0.60903682637805,0.34575127927550414,-0.7138138391728654,left
-13,-7,632,-14.792899842151012,-8.638228562374444,85.26551818847656,312.59136962890625,-201.3701171875,0.6743734204211903,0.3256572759419108,-0.6626973882968897,left
-13,-6,480,-14.77367610200293,-7.5533572865055625,98.27945327758789,306.6656494140625,-191.970703125,0.7335895828988542,0.2982621179694159,-0.6106439493245498,left
-13,-5,300,-14.75445236185485,-6.468486010636682,110.44670104980469,299.66455078125,-182.10650634765625,0.7861202140502721,0.26418241692131245,-0.558768878563551,left
-13,-4,293,-14.735228621706769,-5.383614734767802,121.64700317382812,291.5916748046875,-171.8638916015625,0.8317205268993138,0.223989300543897,-0.5080056676614776,left
-13,-3,18,-14.716004881558687,-4.298743458898921,131.74746704101562,282.427734375,-161.32012939453125,0.8702543043452379,0.17819765789071046,-0.45924181047771684,left
-13,-2,10,-14.696781141410607,-3.2138721830300407,140.5992431640625,272.1510009765625,-150.55584716796875,0.9016729852165967,0.12732537973363475,-0.4132482007296302,left
-13,-1,149,-14.677557401262524,-2.1290009071611595,148.0391845703125,260.736572265625,-139.6510009765625,0.9259427776873758,0.07191959813943688,-0.3707526720767483,left
-13,0,542,-14.658333661114444,-1.04412963129228,153.88229370117188,248.150146484375,-128.68923950195312,0.9430401626042129,0.012660022578297795,-0.33243792735447125,left
-13,1,595,-14.639109920966362,0.04074164457660283,157.92080688476562,234.3570556640625,-117.76522827148438,0.9529621174982472,-0.04964107504137004,-0.2989965991144279,left
-13,2,144,-14.619886180818282,1.1256129204454823,159.9189453125,219.3153076171875,-106.98248291015625,0.9557787680016326,-0.11392000162584487,-0.27112576393041077,left
-12,-16,399,-13.86970470209535,-18.354238235363134,-60.628173828125,322.4517936706543,-235.08251953125,-0.040376235102817466,0.22634217246379776,-0.9732106558208713,left
-12,-15,780,-13.850480961947262,-17.26936695949425,-45.080810546875,328.9054145812988,-236.07080078125,0.029119806022506543,0.29651271312501376,-0.9545848562869909,left
-12,-14,13,-13.831257221799184,-16.18449568362537,-29.251953125,333.60780334472656,-235.043212890625,0.10500219087734382,0.350482513660154,-0.9306645730495052,left
-12,-13,266,-13.812033481651103,-15.099624407756494,-13.30078125,336.7041473388672,-232.2861328125,0.1853116499515788,0.3907891218954205,-0.9016337696650617,left
-12,-12,286,-13.79280974150302,-14.014753131887613,2.620361328125,338.3158950805664,-228.064208984375,0.2681998740931926,0.41887733292753093,-0.8675313294031023,left
-12,-11,537,-13.773586001354943,-12.929881856018733,18.3828125,338.5473937988281,-222.59033203125,0.3517415235419511,0.4357972190439243,-0.8284676725678372,left
-12,-10,697,-13.75436226120686,-11.845010580149852,33.86920166015625,337.5020446777344,-216.0576171875,0.4340543117526874,0.44240396799758214,-0.7847774101927854,left
-12,-9,373,-13.735138521058778,-10.76013930428097,48.97222900390625,335.23760986328125,-208.630615234375,0.5133246503106036,0.43931808688649043,-0.7372227763151996,left
-12,-8,362,-13.715914780910698,-9.67526802841209,63.59149169921875,331.813720703125,-200.4510498046875,0.588089650043338,0.4272643993525512,-0.6867282552493438,left
-12,-7,269,-13.696691040762616,-8.590396752543208,77.63253784179688,327.2744140625,-191.64105224609375,0.6572297736195025,0.4070244097498305,-0.6343344185332049,left
-12,-6,423,-13.677467300614534,-7.505525476674325,90.99716567993164,321.65313720703125,-182.30621337890625,0.7199296410189876,0.3793477988324603,-0.5812026836683043,left
-12,-5,379,-13.658243560466452,-6.420654200805446,103.59014892578125,314.96392822265625,-172.538818359375,0.7758072865344108,0.3449128189086247,-0.5283542386624915,left
-12,-4,669,-13.639019820318373,-5.3357829249365665,115.304443359375,307.21392822265625,-162.42254638671875,0.8246457097023163,0.30442283525454167,-0.4767454151275598,left
-12,-3,174,-13.61979608017029,-4.250911649067685,126.03128051757812,298.40216064453125,-152.033447265625,0.8664499990426217,0.258424277661365,-0.427178290499696,left
-12,-2,577,-13.60057234002221,-3.1660403731988045,135.6455841064453,288.516845703125,-141.44601440429688,0.9012767605449628,0.20740482852559186,-0.38037276191368874,left
-12,-1,563,-13.58134859987413,-2.0811690973299233,144.00997924804688,277.541015625,-130.7335205078125,0.9292037806697329,0.1518087200630197,-0.3369487297822956,left
-12,0,3,-13.562124859726046,-0.9962978214610422,150.96670532226562,265.44805908203125,-119.97285461425781,0.9502643259399984,0.09214866693664756,-0.2975001412228225,left
-12,1,57,-13.542901119577964,0.08857345440783819,156.33847045898438,252.2091064453125,-109.24819946289062,0.9644597538915484,0.02902000248314825,-0.26263134348232714,left
-12,2,182,-13.523677379429886,1.1734447302767186,159.9239501953125,237.79156494140625,-98.65419006347656,0.9717889084806806,-0.03675879669739023,-0.23297018740449957,left
-12,3,297,-13.504453639281802,2.258316006145598,161.49349975585938,222.1572265625,-88.29829406738281,0.9723152609509418,-0.10415178729853941,-0.2091780067894847,left
-11,-16,554,-12.773495900706951,-18.306406425531893,-70.607177734375,330.8297119140625,-225.77880859375,-0.10558735187709468,0.2802063390011845,-0.954115149605715,left
-11,-15,354,-12.754272160558871,-17.221535149663016,-54.96923828125,338.3539123535156,-226.624267578125,-0.03144818177134443,0.3561597815056987,-0.9338957232480988,left
-11,-14,657,-12.735048420410791,-16.136663873794134,-39.0257568359375,343.96238136291504,-225.4521484375,0.04900790651988905,0.41499634821665093,-0.9085022047663847,left
-11,-13,633,-12.71582468026271,-15.051792597925255,-22.9423828125,347.8231086730957,-222.556396484375,0.13380333475509415,0.45928448858201415,-0.8781539877244616,left
-11,-12,585,-12.696600940114628,-13.966921322056377,-6.8726806640625,350.0706615447998,-218.1964111328125,0.2212758765335077,0.49070081127036774,-0.8427631341503559,left
-11,-11,395,-12.677377199966546,-12.882050046187494,9.05059814453125,350.8468379974365,-212.6015625,0.30937774882074537,0.510163208789113,-0.8025078871466644,left
-11,-10,333,-12.658153459818463,-11.797178770318613,24.715087890625,350.25545501708984,-205.9710693359375,0.3961943688937983,0.5186248159435072,-0.7576663661166491,left
-11,-9,294,-12.638929719670385,-10.712307494449735,40.013702392578125,348.3816375732422,-198.4713134765625,0.4798822019802337,0.5167280248041156,-0.7090170806155798,left
-11,-8,89,-12.619705979522303,-9.627436218580854,54.85174560546875,345.3035583496094,-190.248046875,0.5588743412112073,0.5053292368450605,-0.6574966411513657,left
-11,-7,598,-12.600482239374223,-8.542564942711973,69.14192199707031,341.0816955566406,-181.42523193359375,0.6319727055427647,0.4853243580226605,-0.6042108629930867,left
-11,-6,241,-12.581258499226141,-7.457693666843091,82.80168914794922,335.7613525390625,-172.1099853515625,0.6984125830349417,0.45765528081992196,-0.5502467699097371,left
-11,-5,441,-12.56203475907806,-6.372822390974212,95.74494171142578,329.3699035644531,-162.39321899414062,0.7577822451564882,0.42315115549050303,-0.4966982670924514,left
-11,-4,152,-12.542811018929978,-5.287951115105331,107.88333129882812,321.9313049316406,-152.35760498046875,0.8099863271297736,0.38261121144539556,-0.44444438430371264,left
-11,-3,161,-12.523587278781894,-4.203079839236449,119.12531280517578,313.453125,-142.07473754882812,0.855112512779051,0.3366589454235978,-0.39426304031061354,left
-11,-2,233,-12.504363538633816,-3.118208563367569,129.36639404296875,303.93414306640625,-131.61505126953125,0.893344999863486,0.2857944358007995,-0.34677983171489496,left
-11,-1,454,-12.485139798485736,-2.033337287498689,138.49163818359375,293.3658447265625,-121.04597473144531,0.9248571323442695,0.23043909131668652,-0.30255100387384976,left
-11,0,511,-12.465916058337653,-0.9484660116298068,146.37051391601562,281.7332763671875,-110.43814086914062,0.9497793106473269,0.17098084645843162,-0.26207787241704805,left
-11,1,557,-12.446692318189573,0.13640526423907356,152.8533935546875,269.01263427734375,-99.86746215820312,0.9681685402479029,0.10784237217758706,-0.22587540910279685,left
-11,2,521,-12.427468578041493,1.221276540107954,157.7692413330078,255.17709350585938,-89.41881561279297,0.9800208137542308,0.0416000174315325,-0.19449586925739926,left
-11,3,500,-12.40824483789341,2.3061478159768343,160.92202758789062,240.1954345703125,-79.18942642211914,0.9853241077864711,-0.026975242118675243,-0.16854892146624192,left
-11,4,455,-12.38902109774533,3.3910190918457173,162.0877685546875,224.03323364257812,-69.29175186157227,0.9841307881054028,-0.0968418089580922,-0.1486884526140588,left
-10,-17,323,-11.696510839466635,-19.343445891569537,-96.296142578125,326.97821044921875,-213.137451171875,-0.24527570955440087,0.21602863623234453,-0.9450774860455509,left
-10,-16,612,-11.677287099318558,-18.25857461570066,-81.16162109375,337.9615478515625,-216.2568359375,-0.17585788146250786,0.3219043413858997,-0.9302965121532106,left
-10,-15,650,-11.658063359170475,-17.173703339831782,-65.47265625,346.63169860839844,-216.98779296875,-0.0978623418479152,0.40511983650450656,-0.9090109350929744,left
-10,-14,709,-11.638839619022393,-16.0888320639629,-49.442138671875,353.2104721069336,-215.675048828125,-0.013485022677412478,0.47016202713531585,-0.8824770945488615,left
-10,-13,580,-11.619615878874312,-15.003960788094021,-33.243408203125,357.88323974609375,-212.633056640625,0.0754256797204172,0.519754662301285,-0.8509794697022898,left
-10,-12,52,-11.600392138726228,-13.919089512225138,-17.03778076171875,360.82522773742676,-208.1317138671875,0.16701873430112413,0.5554409999679806,-0.8146103595873431,left
-10,-11,243,-11.58116839857815,-12.834218236356259,-0.9630126953125,362.1788101196289,-202.4058837890625,0.2593979838465167,0.5784147783433465,-0.7734009504586734,left
-10,-10,197,-11.561944658430066,-11.74934696048738,14.8602294921875,362.06810188293457,-195.65728759765625,0.35056678072611125,0.5894724589034559,-0.7277534970342939,left
-10,-9,51,-11.542720918281987,-10.664475684618498,30.33489990234375,360.60945892333984,-188.06072998046875,0.4385863999734285,0.5894571233677994,-0.6783673558399657,left
-10,-8,296,-11.523497178133907,-9.579604408749619,45.3682861328125,357.89188385009766,-179.7659912109375,0.5218334021065616,0.5792690868235781,-0.6262086118031829,left
-10,-7,624,-11.504273437985823,-8.494733132880736,59.87767028808594,353.9918670654297,-170.899658203125,0.5990273361354254,0.5599976535823078,-0.5723363334131478,left
-10,-6,212,-11.485049697837743,-7.4098618570118555,73.78829956054688,348.96923828125,-161.56900024414062,0.6693363321959007,0.5326977156234634,-0.5179015525870554,left
-10,-5,342,-11.465825957689662,-6.324990581142975,87.0259017944336,342.8701171875,-151.86651611328125,0.7323808876171066,0.4984047664031221,-0.4639083145189666,left
-10,-4,593,-11.446602217541582,-5.240119305274096,99.51524353027344,335.7264404296875,-141.87161254882812,0.7880850489830713,0.45802500561128145,-0.4112603187813474,left
-10,-3,544,-11.427378477393502,-4.1552480294052145,111.1800308227539,327.559326171875,-131.65528869628906,0.8366186501009609,0.4123081850044976,-0.36065384356962454,left
-10,-2,231,-11.408154737245418,-3.070376753536333,121.9345932006836,318.38134765625,-121.28343200683594,0.8782467319074639,0.3618209056683375,-0.31267924477842013,left
-10,-1,578,-11.388930997097338,-1.9855054776674517,131.6847152709961,308.1920471191406,-110.8188705444336,0.9132609447657062,0.3069857811785625,-0.2677950278101477,left
-10,0,44,-11.369707256949257,-0.9006342017985715,140.32257080078125,296.98406982421875,-100.32573699951172,0.9418921268762127,0.24812765511405502,-0.22643296601026364,left
-10,1,328,-11.350483516801175,0.18423707407030804,147.72445678710938,284.7430419921875,-89.87256622314453,0.9642820731008099,0.1855561944772503,-0.1890211157186551,left
-10,2,682,-11.331259776653093,1.2691083499391893,153.74745178222656,271.4478759765625,-79.53542709350586,0.9804788395539191,0.11964648665378137,-0.15603193076548985,left
-10,3,698,-11.312036036505011,2.3539796258080705,158.22608184814453,257.0730743408203,-69.40145111083984,0.9904639477724206,0.050928037692907956,-0.1280136834085381,left
